ImageKey	AlbumKey	FileName	ArchivedMD5	ArchivedSize	Latitude	Longitude	Altitude	OriginalHeight	OriginalWidth	UploadDate	LastUpdated	Uri	ThumbnailUrl	Keywords	Caption
pBHWrKs	PfCsJz	arco white gas station.jpg	fba3f0cf7088294be8194a179a3b5476	1857619	43.62429722222200	-113.30598333333000	1617	2071	2916	2016-10-12T21:56:14+00:00	2016-10-12T21:56:18+00:00	/api/v2/album/PfCsJz/image/pBHWrKs-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-pBHWrKs/0/1a1d0ac3/Th/arco%20white%20gas%20station-Th.jpg	arco; white; gas; station	The late afternoon light on this white Arco Idaho gas station got my attention.
D2TvfQv	PfCsJz	awesomized orange slinky stapler.jpg	23eb2aea5bf813a3e3519bda77bc6d9c	785777	0.00000000000000	0.00000000000000	0	1936	2592	2012-03-29T22:37:30+00:00	2012-03-29T22:41:58+00:00	/api/v2/album/PfCsJz/image/D2TvfQv-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-D2TvfQv/0/8a3c0733/Th/awesomized%20orange%20slinky%20stapler-Th.jpg	5x6.7; awesomized; day; orange; picture; slinky; stapler	It seems the quest for ultimate image quality is on hold. The most popular image processors these days are cell phone apps that intentionally degrade pictures with faux fun filters. I do like the slinky.
c3Mdn2r	PfCsJz	back gash.jpg	ff13f5f6e651c2cd5f956bb6e45f8aaf	628201	0.00000000000000	0.00000000000000	0	1246	1871	2015-07-11T19:29:07+00:00	2015-07-11T19:29:10+00:00	/api/v2/album/PfCsJz/image/c3Mdn2r-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-c3Mdn2r/0/a9af7eb1/Th/back%20gash-Th.jpg	back; gash	My back gash. I had a little day procedure to remove a cyst on my back. The stiches came out a little early and the cut opened up. It looks worse than it feels. As long as I don&#8217;t directly press against it I don&#8217;t even feel it. When this was taken it was about ten centimeters long and three or four deep. I&#8217;ve never seen it as it&#8217;s in a hard to reach spot on my back. Mali has been &#8220;packing&#8221; this wound for a few weeks with Iodoform gauze now and it is slowly healing. It will leave a nice manly scar.
tsTtxp4	PfCsJz	bastard ale iphone.jpg	50bf798c7376b6194f2cd6016c33ab32	2139460	0.00000000000000	0.00000000000000	0	2592	1936	2014-01-07T04:29:54+00:00	2014-08-24T16:57:44+00:00	/api/v2/album/PfCsJz/image/tsTtxp4-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-tsTtxp4/0/0899d940/Th/bastard%20ale%20iphone-Th.jpg	bastard; ale; iphone	It's almost as if it was brewed for me.
sX5WR8X	PfCsJz	beer yoga poster.jpg	772fc279fe6b00e69cafc574a729e4b6	3809856	44.04531388888900	-121.31525555556000	1103	4032	3024	2017-09-09T20:12:18+00:00	2017-09-09T20:12:19+00:00	/api/v2/album/PfCsJz/image/sX5WR8X-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-sX5WR8X/0/ca1d37c7/Th/beer%20yoga%20poster-Th.jpg	beer; yoga; poster	Finally someone gets it. Beer and Yoga: almost as good as just plain beer.
fnRfBzL	PfCsJz	berkeley pit selfie spot.jpg	4f9386e6dcd1dd5ca99dc2111b3c5b70	2019218	46.01166666666700	-112.51783333333000	1702	2447	2447	2016-07-25T17:34:38+00:00	2016-07-25T17:34:41+00:00	/api/v2/album/PfCsJz/image/fnRfBzL-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-fnRfBzL/0/ee5ea1a4/Th/berkeley%20pit%20selfie%20spot-Th.jpg	berkeley; pit; selfie; spot	Another sign of decaying western civilization: open pit mine selfie spots.
rs9vLTK	PfCsJz	big sky lone peak tram marker.jpg	8557b188658aeb22d4941dff05640bae	2909963	45.28443888888900	-111.40100833333000	2297	3264	2448	2016-08-22T22:47:32+00:00	2016-08-23T17:07:25+00:00	/api/v2/album/PfCsJz/image/rs9vLTK-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-rs9vLTK/0/8a5ab6dc/Th/big%20sky%20lone%20peak%20tram%20marker-Th.jpg	big; sky; lone; peak; tram; marker	We drove up to Big Sky to ride the tram to the top of Lone Peak Mountain. The tram tops out around 3,400 meters which is as high as lazy earthbound people can go in Montana. There are higher mountains in the state, but sadly they lack trams. The Lone Peak tram differs from other trams I have ridden. The Palm Springs and Albuquerque trams are large multi-tower cars that carry two dozen or more people from their lower to upper stations. At Lone Peak, you first ride a ski lift from 2,300 meters to 2,795 meters. Then you get in a small four-wheel drive truck and ride over to the lower tram station for the final leg up to 3,400 meters. It takes longer than other trams, but you are compensated by the fact that you go higher, and when you reach the top, the glacially sculpted peak yields great 360 degree views.
vSstmnN	PfCsJz	bird shoulder statue forest park iphone.jpg	51e49bee4b52eba22b0b292e6928f81d	1720924	38.63466669719600	-90.27999998728400	168	2429	1453	2011-12-04T00:08:24+00:00	2011-12-04T00:20:26+00:00	/api/v2/album/PfCsJz/image/vSstmnN-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-vSstmnN/0/80334eaa/Th/bird%20shoulder%20statue%20forest%20park%20iphone-Th.jpg	bird; forest; iphone; park; shoulder; statue	The bird on his shoulder caught my eye.
gpf87Gt	PfCsJz	boating late 1890s iphone.jpg	8b04c2619b0a94645f75b61dee415bd5	2530580	39.86780400000000	-84.88578900000000	0	1936	2592	2012-01-02T19:11:05+00:00	2012-01-02T20:17:22+00:00	/api/v2/album/PfCsJz/image/gpf87Gt-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-gpf87Gt/0/592e6825/Th/boating%20late%201890s%20iphone-Th.jpg	5x6.7; boating; enjoying; indiana; iphone; lake; late	The Meijer's in Richmond Indiana has some interesting old photographs on display. Here people are enjoying the lake in the late 1890's. Everyone is dressed up and nobody is fat. The typical Meijer shopper of today would sink these little boats with their land whale bodies.
V4kPp9X	PfCsJz	boise art museum southside painting.jpg	d37ce9af15dee07425ef81adcb7226f9	2689567	43.60931111111100	-116.20638333333000	811	3024	4032	2017-03-26T04:31:11+00:00	2017-03-26T04:31:13+00:00	/api/v2/album/PfCsJz/image/V4kPp9X-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-V4kPp9X/0/0e498ae8/Th/boise%20art%20museum%20southside%20painting-Th.jpg	boise; art; museum; southside; painting	A painting on the southern side of the Boise Art Museum.
97p8BjN	PfCsJz	bookstore plosiphone.jpg	d6b7aa1a431bed5dc07879616208fc94	5559911	43.61647500000000	-116.28488055556000	809	3024	4032	2017-11-19T01:42:01+00:00	2017-11-19T01:42:04+00:00	/api/v2/album/PfCsJz/image/97p8BjN-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-97p8BjN/0/bd1aefa3/Th/bookstore%20plosiphone-Th.jpg	bookstore; plosiphone	A &#8220;plosiphone&#8221; in Barnes and Noble. While cruising the only big box bookstore in the Boise today I came across a club of &#8220;makers&#8221; showing off their creations. This plosiphone was the most interesting of the gadgets on display. Basically it&#8217;s a folded organ. The harmonics of the pipes are not overtly distorted by their bends. It&#8217;s the length, not the path that really matters. Somebody was thinking.
m87hqVQ	PfCsJz	border bridge lineup iphone.jpg	7effa3b1edacb58b629b543e799716d3	1310484	42.99749997457300	-82.41799999872800	204	1936	2592	2012-08-25T19:58:37+00:00	2012-08-25T20:11:14+00:00	/api/v2/album/PfCsJz/image/m87hqVQ-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-m87hqVQ/0/3bdd0e0a/Th/border%20bridge%20lineup%20iphone-Th.jpg	5x6.7; always; border; bridge; iphone; lineup; road	I made a quick road trip from St. Louis to Toronto last week. I always cross at Sarnia to give the Detroit hell hole a wide berth and to avoid border lineups. Since the duty free limit was increased in Canada it is getting harder to find a crossing without lines.
jvLtXhR	PfCsJz	boy on park giant sculpture iphone.jpg	89b07620cd1efb8ee2be819c16ddc5cb	1749976	38.65150000000000	-90.57116700000000	180	2592	1936	2011-10-23T16:56:30+00:00	2011-10-23T18:32:02+00:00	/api/v2/album/PfCsJz/image/jvLtXhR-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-jvLtXhR/0/2332b807/Th/boy%20on%20park%20giant%20sculpture%20iphone-Th.jpg	5x6.7; big; boy; giant; iphone; park; sculpture	Boy stomping on a big foot in Chesterfield's new Central Park.
NWZN8Dr	PfCsJz	boy tower grove wading pool.jpg	676c1a7529ca99d17b915b1ffce79b73	2300998	38.60672500000000	-90.25968055555600	170	3264	2448	2015-07-11T20:16:11+00:00	2015-07-11T20:16:14+00:00	/api/v2/album/PfCsJz/image/NWZN8Dr-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-NWZN8Dr/0/c580db0e/Th/boy%20tower%20grove%20wading%20pool-Th.jpg	boy; tower; grove; wading; pool	Playing in fountain water jets never gets old.
GwSM6vQ	PfCsJz	bozeman public library.jpg	ba3a2ea838d4b21049c6d800e88d80ee	2960728	45.67883333333300	-111.02733333333000	1476	2448	3264	2016-08-14T20:03:45+00:00	2016-08-14T20:17:25+00:00	/api/v2/album/PfCsJz/image/GwSM6vQ-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-GwSM6vQ/0/89bcf29e/Th/bozeman%20public%20library-Th.jpg	bozeman; public; library	We have been spending a fair amount of time in the library. Currently. I have library cards for four systems: Saint Louis, Santa Fe, Las Vegas and now Bozeman. It&#8217;s true: libraries get you through times of no money better than money gets you through times of no libraries.
GCS2WsM	PfCsJz	bridge member mittens iphone.jpg	76a3ee1e3b8012470a4de30ac0f5b019	2637747	38.65266666666700	-90.57266666666700	167	1936	2592	2013-10-20T18:13:50+00:00	2013-10-20T18:14:13+00:00	/api/v2/album/PfCsJz/image/GCS2WsM-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-GCS2WsM/0/a1418b90/Th/bridge%20member%20mittens%20iphone-Th.jpg	bridge; member; mittens; iphone	The structural members on a bridge in my favorite lunch park are now sporting mittens.
rstdrFB	PfCsJz	broke broken borders iphone.jpg	c860007f22a0ab6d1928473c1af8b0d7	1416236	38.67083333333300	-90.44266665776700	207	1936	2592	2011-12-19T01:06:20+00:00	2012-05-24T00:12:01+00:00	/api/v2/album/PfCsJz/image/rstdrFB-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-rstdrFB/0/bac98dce/Th/broke%20broken%20borders%20iphone-Th.jpg	5x6.7; book; borders; broke; broken; iphone; walking	Borders broke, broken and now empty. I miss having a bookstore within walking distance but I must confess to contributing little to their survival. I would wander the aisles, smelling books while lapping a latte. It wasn't until their massive liquidation sales that I descended with other ghouls to feast on their deceased corpse. There's a lesson here: price matters!
W8rxFSg	PfCsJz	bullet holes target iphone.jpg	6f713885aa263e4c5c94226b58877e28	1782121	44.28333333333300	-76.47400000000000	132	1936	2592	2012-07-26T23:50:18+00:00	2012-07-28T19:34:40+00:00	/api/v2/album/PfCsJz/image/W8rxFSg-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-W8rxFSg/0/1620e6ee/Th/bullet%20holes%20target%20iphone-Th.jpg	5x6.7; black; bullet; hole; iphone; shot; target	I can still land shots in the black.
WCp8LV5	PfCsJz	bumper sticker car.jpg	2fe95dd88760191fb034b9096636bbed	2709247	45.69381388888900	-111.05891388889000	1463	2322	2903	2016-09-29T04:49:40+00:00	2016-09-29T04:50:29+00:00	/api/v2/album/PfCsJz/image/WCp8LV5-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-WCp8LV5/0/12b44e06/Th/bumper%20sticker%20car-Th.jpg	bumper; sticker; car	Put enough bumper stickers on your car and you create a mobile art exhibit.
vLNDQgH	PfCsJz	busch hot dog beer iphone.jpg	75da695e46e84bd3e18e1ded49421862	2444174	38.62200000000000	-90.19416666666700	174	1936	2592	2011-09-13T03:59:18+00:00	2011-09-13T04:03:07+00:00	/api/v2/album/PfCsJz/image/vLNDQgH-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-vLNDQgH/0/29c1f5ff/Th/busch%20hot%20dog%20beer%20iphone-Th.jpg	5x6.7; beer; busch; dog; hot; iphone; really	What I really like about baseball. Beer and hot dogs on a nice sunny day.
jnTmmSb	PfCsJz	celebrity cherry shopping.jpg	0235e34d41fc6b492d67fbd5544cb674	2919509	48.01900000000000	-114.22483333333000	882	3264	2448	2016-08-10T21:20:23+00:00	2016-08-10T21:20:26+00:00	/api/v2/album/PfCsJz/image/jnTmmSb-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-jnTmmSb/0/94b76a25/Th/celebrity%20cherry%20shopping-Th.jpg	celebrity; cherry; shopping	I wouldn&#8217;t have pegged Paul McCartney as a Flathead Lake cherry man.
JF9CtkC	PfCsJz	central park pool.jpg	da1128fdd122de94ffd326426af89d47	1673735	38.65100002285800	-90.57399997710300	0	1844	2523	2012-07-15T03:13:25+00:00	2012-07-15T03:59:26+00:00	/api/v2/album/PfCsJz/image/JF9CtkC-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-JF9CtkC/0/1c9baedd/Th/central%20park%20pool-Th.jpg	central; chesterfield; day; going; park; pool	The Chesterfield Central Park pool at noon. One of these days I am going to blow off work and go for an afternoon swim.
W27sHsB	PfCsJz	ceramic chilies.jpg	7cd717987458d19a29b31cfaa246ce09	2872993	35.68766666666700	-105.93683333333000	2135	3264	2448	2016-06-06T04:39:16+00:00	2016-06-06T04:39:20+00:00	/api/v2/album/PfCsJz/image/W27sHsB-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-W27sHsB/0/588e946d/Th/ceramic%20chilies-Th.jpg	ceramic; chilies	Colorful ceramic chilies concentrate contemplation.
6z3xBXn	PfCsJz	chesterfield gym.jpg	e6c4d5cf10fb46a205afb44916751134	2194520	38.61683333333300	-90.53950000000000	201	1936	2592	2011-11-04T21:21:00+00:00	2011-11-06T22:53:29+00:00	/api/v2/album/PfCsJz/image/6z3xBXn-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-6z3xBXn/0/a8cf7484/Th/chesterfield%20gym-Th.jpg	5x6.7; chesterfield; gym; plump; pompous; porcine; torture	Why do I torture myself at the gym? My natural state is plump, porcine and pompous not lithe, lean and linear.
ZJgLTtM	PfCsJz	chesterfield library sculpture iphone.jpg	7f89477186f8c8590abfef9bac4fa87c	1489501	38.65366666666700	-90.57000000000000	171	1944	1452	2011-09-21T19:37:01+00:00	2011-09-24T00:01:02+00:00	/api/v2/album/PfCsJz/image/ZJgLTtM-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-ZJgLTtM/0/12b8bdbd/Th/chesterfield%20library%20sculpture%20iphone-Th.jpg	chesterfield; county; iphone; library; me; saint; sculpture	A stone cold reader beside the Chesterfield branch of the Saint Louis County library. I've checked out all the nearby branch libraries. The stacks do not impress me but they are quiet clean free wifi spots.
FmN2BDP	PfCsJz	chesterfield park gazebo iphone.jpg	e2dc43110b8397c526120079709dce31	1267165	38.65366666666700	-90.57366666666700	158	1452	1944	2011-09-21T19:37:00+00:00	2011-09-24T00:01:03+00:00	/api/v2/album/PfCsJz/image/FmN2BDP-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-FmN2BDP/0/f36e4550/Th/chesterfield%20park%20gazebo%20iphone-Th.jpg	chesterfield; gazebo; iphone; often; park; spot; visiting	I suspect I will be visiting this spot often.
4TmZS48	PfCsJz	chesterfield sports fusion iphone.jpg	8cf09a61b9ec8d0f5692729604d31fa8	2006752	38.66566666666700	-90.61650000000000	149	1936	2592	2012-05-03T20:53:58+00:00	2012-05-03T21:06:30+00:00	/api/v2/album/PfCsJz/image/4TmZS48-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-4TmZS48/0/5856b27e/Th/chesterfield%20sports%20fusion%20iphone-Th.jpg	5x6.7; chesterfield; climbing; fusion; iphone; sports; wall	Whoo hoo we got the afternoon off today as part of my company's employee appreciation week and what says appreciation better than mini golf, rock wall climbing and laser tag.
9kGHgbg	PfCsJz	chicken sculpture window.jpg	9174b9d547ec33ef25ffbb97648116d5	1387057	0.00000000000000	0.00000000000000	0	2407	2407	2017-02-19T08:36:24+00:00	2017-02-19T08:38:10+00:00	/api/v2/album/PfCsJz/image/9kGHgbg-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-9kGHgbg/0/5ae87625/Th/chicken%20sculpture%20window-Th.jpg	chicken; sculpture; window	When we moved into our house we had a couch and a mattress. We&#8217;ve been slowly filling the place ever since. The other day Mali picked up this chicken sculpture. Mali&#8217;s mother Mahin was fond of chickens and it reminds both of us of her when we look at it.
ZPmvmfD	PfCsJz	christmas before thanksgiving meridian village.jpg	fa68fc25de9b54f3c97479dd26bc027b	5459682	43.62135277777800	-116.34925000000000	787	3024	4032	2017-11-19T01:31:48+00:00	2017-11-19T01:31:49+00:00	/api/v2/album/PfCsJz/image/ZPmvmfD-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-ZPmvmfD/0/5e0147e9/Th/christmas%20before%20thanksgiving%20meridian%20village-Th.jpg	christmas; before; thanksgiving; meridian; village	Christmas crap is out! We had a quick walk in the park near the Meridian Village and then tried out another restaurant in the village this afternoon. It didn&#8217;t meet Mali&#8217;s exacting standards. On the way back to the car the afternoon light on the Christmas tree ornaments caught my attention. Shiny objects, will I ever tire of them?
G6mNfkS	PfCsJz	christmas nativity scene iphone.jpg	f71e325300de02e51f4d50d1f7658006	1911514	38.67516663866000	-90.46166667938300	184	1831	1834	2011-12-19T01:06:18+00:00	2011-12-19T01:16:32+00:00	/api/v2/album/PfCsJz/image/G6mNfkS-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-G6mNfkS/0/9330e652/Th/christmas%20nativity%20scene%20iphone-Th.jpg	5x5; christ; christmas; iphone; nativity; scene; side	Better alert the ACLU someone didn't get the nondenominational Christ out of Christmas message. I'm a hardcore atheist but I side with churches on this issue: mostly to piss off brain dead lefties.
xjHTLn5	PfCsJz	city museum blackboard iphone.jpg	662d3488385a6eb71d6891a0d0aa6ac9	1617735	0.00000000000000	0.00000000000000	0	1452	1944	2011-09-16T16:26:06+00:00	2011-10-22T16:28:06+00:00	/api/v2/album/PfCsJz/image/xjHTLn5-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-xjHTLn5/0/5ca182e0/Th/city%20museum%20blackboard%20iphone-Th.jpg	blackboard; city; image; iphone; museum; often; result	Letting random strangers write with colored chalk often results in images that challenge government funded artists.
BccXdcw	PfCsJz	city museum hands iphone.jpg	9df440051f662d63758322c171ad2347	1137607	0.00000000000000	0.00000000000000	0	1452	1944	2011-09-16T16:15:32+00:00	2011-10-22T16:28:06+00:00	/api/v2/album/PfCsJz/image/BccXdcw-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-BccXdcw/0/861661e4/Th/city%20museum%20hands%20iphone-Th.jpg	city; figurine; hand; iphone; museum	Hand figurines in City Museum.
m6KWJCG	PfCsJz	city museum mirror iphone.jpg	9022d650e07f038d14eb4846c2e4cc7d	1776300	0.00000000000000	0.00000000000000	0	1452	1944	2011-09-16T16:26:07+00:00	2011-09-17T20:44:52+00:00	/api/v2/album/PfCsJz/image/m6KWJCG-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-m6KWJCG/0/35877feb/Th/city%20museum%20mirror%20iphone-Th.jpg	city; glass; gleaming; iphone; mirror; museum	A gleaming city of glass.
R6pc7mR	PfCsJz	city museum swami iphone.jpg	1558e0ecc3bdb8be7f0c5835489667da	1194368	0.00000000000000	0.00000000000000	0	1944	1452	2011-09-16T16:26:04+00:00	2011-10-22T16:28:06+00:00	/api/v2/album/PfCsJz/image/R6pc7mR-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-R6pc7mR/0/d45e08d9/Th/city%20museum%20swami%20iphone-Th.jpg	city; eye; iphone; museum; swami	Look deep into my eyes.
X46hRMF	PfCsJz	concrete ball fountain iphone.jpg	a6b85e72213799e538025c3876cefb7a	1250610	38.67250000000000	-90.44116666666700	196	1944	1452	2011-10-23T17:07:31+00:00	2011-10-23T18:32:02+00:00	/api/v2/album/PfCsJz/image/X46hRMF-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-X46hRMF/0/0877cf47/Th/concrete%20ball%20fountain%20iphone-Th.jpg	ball; bookstore; concrete; fountain; iphone; passes; valley	My route home from a nearby bookstore passes through the valley of the balls.
jhvMLRm	PfCsJz	cornice figure city museum iphone.jpg	86a1d723479dc5f40bafeae70ec5afc6	1318863	0.00000000000000	0.00000000000000	0	1944	1452	2011-09-16T16:34:06+00:00	2011-10-22T16:28:05+00:00	/api/v2/album/PfCsJz/image/jhvMLRm-0	https://photos.smugmug.com/Themes/Diaries/Cell-Phoning-It-In/i-jhvMLRm/0/9c1e74d4/Th/cornice%20figure%20city%20museum%20iphone-Th.jpg	city; cornice; figure; head; iphone; museum; rock	Can you believe the fiscal policies of the Obama administration? And people think I'm an idiot for wearing rocks on my head.
